complaint_id,customer_id,customer_age,customer_gender,customer_segment,customer_city,complaint_date,complaint_time,category,severity,description,channel,status,resolution_date,resolution_days,compensation_amount,satisfaction_score,escalated,product_involved,branch_code
CMP100746,SAN100009,31,Other,Standard,Leicester,2025-07-29,05:13:56,Customer Service,Low,Unhelpful staff at branch,Phone,Resolved,2025-08-08,10.0,0.0,1.0,False,Select Current Account,
CMP100747,SAN100129,51,Other,Premium,Birmingham,2025-11-01,02:57:10,Mobile App Issues,Low,Cannot make payments through app,Mobile App,Resolved,2025-11-02,1.0,0.0,1.0,False,Cash ISA,
CMP100748,SAN100168,32,Male,Standard Plus,Cardiff,2025-05-24,03:24:50,Account Access Issues,Low,Unable to log into online banking for 3 days,Branch,Closed,2025-06-20,27.0,0.0,5.0,False,Select Current Account,
CMP100749,SAN100037,18,Female,Standard Plus,Bristol,2025-09-08,10:51:22,Interest Rate Disputes,Medium,Savings rate lower than advertised,Branch,Closed,2025-09-25,17.0,72.79,3.0,False,Help to Buy ISA,BR266
CMP100750,SAN100051,39,Female,Premium,Leeds,2025-02-19,05:03:49,Interest Rate Disputes,Medium,Promotional rate not applied,Branch,Closed,2025-02-20,1.0,188.04,3.0,False,1|2|3 Current Account,
CMP100751,SAN100421,28,Male,Standard Plus,Leeds,2025-06-06,21:48:37,Branch Service,High,Documents lost by branch,Phone,Closed,2025-06-23,17.0,12.61,4.0,False,Personal Loan,BR900
CMP100752,SAN100296,52,Female,Premium,Sheffield,2025-03-16,01:10:59,Interest Rate Disputes,High,Interest calculation incorrect,Mobile App,Resolved,2025-03-26,10.0,120.19,5.0,True,1|2|3 Current Account,
CMP100753,SAN100204,46,Other,Premium,Newcastle,2025-07-05,08:32:58,Interest Rate Disputes,Low,Promotional rate not applied,Branch,Closed,2025-07-06,1.0,178.96,3.0,False,Business Current Account,
CMP100754,SAN100160,46,Female,Premium,Nottingham,2025-09-02,04:06:32,Interest Rate Disputes,Critical,Savings rate lower than advertised,Branch,Resolved,2025-09-10,8.0,0.0,1.0,False,eSaver,BR118
CMP100755,SAN100235,40,Male,Premium,Manchester,2025-03-13,05:06:13,Mobile App Issues,Medium,App crashes when checking balance,Phone,Resolved,2025-03-22,9.0,0.0,3.0,False,1|2|3 Current Account,
CMP100756,SAN100317,29,Female,Premium,Sheffield,2024-10-17,03:22:23,Fraud/Security,Medium,Fraud alert triggered incorrectly,Online Chat,Closed,2024-10-19,101.0,10.89,4.0,False,Stocks & Shares ISA,BR624
CMP100757,SAN100432,35,Male,Premium,Edinburgh,2025-04-12,19:51:34,Mobile App Issues,Medium,App crashes when checking balance,Branch,Resolved,2025-05-22,40.0,0.0,5.0,False,1|2|3 Current Account,BR985
CMP100758,SAN100135,66,Female,Premium,Leicester,2025-10-03,20:43:12,Fraud/Security,Medium,Suspicious activity not flagged,Branch,Resolved,2025-10-29,26.0,66.22,1.0,False,Everyday Saver,
CMP100759,SAN100053,73,Female,Premium,Coventry,2025-04-15,14:40:22,Branch Service,High,Documents lost by branch,Mobile App,Closed,2025-04-30,15.0,0.0,5.0,True,Everyday Current Account,
CMP100760,SAN100481,47,Female,Standard Plus,Sheffield,2025-02-01,20:58:09,Fee Complaints,Low,Unexpected overdraft fee charged,Social Media,Closed,2025-02-09,8.0,0.0,2.0,False,Stocks & Shares ISA,BR696
CMP100761,SAN100017,57,Female,Standard Plus,Manchester,2025-04-25,19:31:33,Branch Service,Low,Branch closed without notice,Branch,Resolved,2025-05-02,7.0,0.0,4.0,False,Cash ISA,BR335
CMP100762,SAN100005,38,Other,Premium,Leicester,2024-11-21,00:12:47,Payment Delays,Medium,International transfer delayed,Phone,Closed,2024-12-05,14.0,0.0,3.0,False,Credit Card,BR690
CMP100763,SAN100095,38,Female,Premium,Coventry,2025-10-23,06:49:37,Loan/Mortgage Issues,Medium,Mortgage application delayed,Branch,Closed,2025-11-03,11.0,0.0,1.0,False,Cash ISA,
CMP100764,SAN100398,44,Other,Premium,Sheffield,2024-08-13,22:54:03,Loan/Mortgage Issues,Medium,Mortgage application delayed,Online Chat,Closed,2024-08-14,1.0,0.0,3.0,False,Cash ISA,
CMP100765,SAN100226,30,Female,Premium,Newcastle,2025-02-24,14:49:22,Customer Service,Low,Long wait times on phone support,Phone,Resolved,2025-03-06,0.0,0.0,4.0,False,Personal Loan,
CMP100766,SAN100415,24,Female,Standard,Nottingham,2024-07-31,13:41:04,Transaction Disputes,High,Unauthorized transaction on my account,Mobile App,Closed,2024-08-22,22.0,1314.07,5.0,False,Stocks & Shares ISA,BR422
CMP100767,SAN100208,68,Female,Standard Plus,Edinburgh,2025-03-27,06:07:21,Interest Rate Disputes,Low,Promotional rate not applied,Phone,Resolved,2025-04-04,8.0,0.0,1.0,False,Everyday Current Account,BR127
CMP100768,SAN100084,41,Male,Premium,London,2025-01-11,04:52:26,Mobile App Issues,Medium,App crashes when checking balance,Branch,Resolved,2025-01-12,1.0,0.0,1.0,False,1|2|3 Current Account,
CMP100769,SAN100379,32,Female,Standard Plus,Nottingham,2024-12-01,23:24:27,Transaction Disputes,Medium,Refund not received after 30 days,Mobile App,Resolved,2024-12-22,21.0,0.0,3.0,False,Business Current Account,BR420
CMP100770,SAN100351,34,Male,Premium,Leeds,2025-01-15,17:48:57,Transaction Disputes,Critical,Refund not received after 30 days,Email,Closed,2025-01-18,3.0,0.0,2.0,True,1|2|3 Current Account,
CMP100771,SAN100034,50,Male,Premium,London,2025-03-11,02:25:47,Interest Rate Disputes,Medium,Promotional rate not applied,Mobile App,Resolved,2025-03-15,4.0,0.0,1.0,False,Personal Loan,BR867
CMP100772,SAN100255,49,Other,Standard,Liverpool,2024-07-23,02:32:37,Fraud/Security,Medium,Security breach concern,Mobile App,Resolved,2024-07-25,2.0,0.0,3.0,False,Business Current Account,
CMP100773,SAN100355,48,Other,Premium,London,2025-05-06,12:21:26,Mobile App Issues,Low,Fingerprint login not working,Social Media,Closed,2025-05-11,5.0,0.0,4.0,False,1|2|3 Current Account,BR495
CMP100774,SAN100319,25,Other,Premium,Newcastle,2025-05-30,02:44:02,Payment Delays,Low,Direct debit not processed,Mobile App,Resolved,2025-06-18,19.0,0.0,5.0,False,Credit Card,
CMP100775,SAN100441,37,Other,Standard Plus,Bradford,2025-11-27,21:34:40,Fraud/Security,High,Fraud alert triggered incorrectly,Online Chat,Open,,,0.0,,False,Select Current Account,BR892
CMP100776,SAN100120,33,Male,Standard Plus,Cardiff,2025-10-02,05:14:27,Fraud/Security,Critical,Phishing email received,Social Media,Resolved,2025-10-05,3.0,109.41,2.0,False,Everyday Saver,BR383
CMP100777,SAN100179,49,Female,Premium,Nottingham,2024-06-06,06:50:59,Card Problems,High,Card declined despite sufficient funds,Online Chat,Resolved,2024-07-05,29.0,0.0,2.0,True,Credit Card,
CMP100778,SAN100102,24,Other,Standard Plus,Manchester,2024-07-13,06:38:14,Online Banking,Medium,Cannot download statements,Online Chat,Closed,2024-08-11,29.0,0.0,3.0,False,Everyday Saver,
CMP100779,SAN100472,72,Male,Premium,Manchester,2024-09-24,19:23:56,Customer Service,Medium,Unhelpful staff at branch,Social Media,Resolved,2024-10-22,28.0,0.0,4.0,False,Personal Loan,BR834
CMP100780,SAN100464,68,Male,Standard,Birmingham,2025-08-13,14:39:50,Mobile App Issues,Low,Fingerprint login not working,Mobile App,Closed,2025-08-16,132.0,0.0,5.0,False,1|2|3 Current Account,
CMP100781,SAN100233,54,Male,Premium,Stoke-on-Trent,2025-09-11,19:59:12,Customer Service,High,Unhelpful staff at branch,Mobile App,Closed,2025-09-19,8.0,0.0,1.0,True,Cash ISA,
CMP100782,SAN100276,62,Male,Premium,Birmingham,2025-09-17,21:52:30,Branch Service,Low,Branch closed without notice,Phone,Resolved,2025-11-14,58.0,0.0,2.0,False,Mortgage,
CMP100783,SAN100004,37,Male,Premium,Leicester,2024-11-19,17:27:08,Interest Rate Disputes,High,Variable rate increased unexpectedly,Social Media,Closed,2024-12-09,20.0,0.0,3.0,False,Credit Card,
CMP100784,SAN100002,41,Female,Premium,Cardiff,2025-09-15,21:25:31,Fee Complaints,Low,Unexpected overdraft fee charged,Mobile App,Resolved,2025-09-16,1.0,0.0,5.0,False,1|2|3 Current Account,
CMP100785,SAN100487,38,Male,Premium,Newcastle,2024-07-22,23:48:40,Fee Complaints,Medium,Monthly fee increased without notice,Email,Closed,2024-07-23,1.0,165.66,2.0,False,Stocks & Shares ISA,
CMP100786,SAN100156,57,Other,Premium,Newcastle,2025-01-10,11:59:45,Transaction Disputes,High,Incorrect amount debited,Phone,Closed,2025-01-18,8.0,0.0,5.0,False,Personal Loan,BR783
CMP100787,SAN100041,67,Other,Standard,London,2025-08-29,02:35:27,Online Banking,Low,Cannot download statements,Social Media,Closed,2025-10-01,162.0,120.98,2.0,False,eSaver,BR296
CMP100788,SAN100064,46,Other,Premium,Sheffield,2024-09-01,05:03:03,Interest Rate Disputes,Low,Interest calculation incorrect,Phone,Resolved,2024-09-11,10.0,0.0,5.0,False,Mortgage,BR183
CMP100789,SAN100023,38,Male,Premium,Stoke-on-Trent,2025-02-08,13:19:47,Fee Complaints,High,Unexpected overdraft fee charged,Email,Resolved,2025-02-17,9.0,86.0,2.0,False,Business Current Account,
CMP100790,SAN100483,34,Female,Premium,Stoke-on-Trent,2025-11-06,02:19:38,Mobile App Issues,Low,Fingerprint login not working,Branch,Resolved,2025-11-07,1.0,0.0,3.0,False,Stocks & Shares ISA,
CMP100791,SAN100244,70,Other,Standard Plus,Liverpool,2025-08-31,03:22:43,Branch Service,High,Documents lost by branch,Branch,Resolved,2025-09-14,14.0,175.93,3.0,False,Select Current Account,BR728
CMP100792,SAN100349,58,Female,Standard Plus,Sheffield,2025-02-01,18:48:33,Customer Service,Medium,Promised callback never received,Social Media,Closed,2025-02-25,24.0,0.0,1.0,False,Personal Loan,
CMP100793,SAN100224,37,Female,Standard,Manchester,2024-09-06,14:26:06,Account Access Issues,High,Unable to log into online banking for 3 days,Mobile App,Closed,2024-09-12,6.0,37.56,1.0,True,Personal Loan,
CMP100794,SAN100327,83,Other,Premium,Birmingham,2025-09-18,17:16:51,Loan/Mortgage Issues,Medium,Mortgage application delayed,Mobile App,Closed,2025-10-08,20.0,0.0,3.0,False,Personal Loan,
CMP100795,SAN100265,54,Other,Standard Plus,Liverpool,2025-01-14,01:11:35,Interest Rate Disputes,Medium,Promotional rate not applied,Mobile App,Closed,2025-03-01,46.0,191.44,2.0,False,eSaver,
CMP100796,SAN100113,45,Female,Standard Plus,Leeds,2025-01-16,07:31:44,Online Banking,Critical,Cannot download statements,Email,Resolved,2025-01-19,3.0,0.0,5.0,True,Business Current Account,BR398
CMP100797,SAN100400,59,Male,Premium,Newcastle,2024-11-15,04:26:49,Online Banking,Medium,Session timeout too short,Mobile App,Resolved,2024-11-25,10.0,0.0,1.0,False,Mortgage,
CMP100798,SAN100480,54,Female,Premium,Newcastle,2025-01-11,21:58:51,Payment Delays,High,Direct debit not processed,Online Chat,Resolved,2025-01-15,4.0,0.0,4.0,False,Personal Loan,
CMP100799,SAN100294,57,Male,Standard Plus,Manchester,2025-02-23,08:13:01,Mobile App Issues,Medium,App shows incorrect balance,Branch,Closed,2025-03-17,22.0,0.0,4.0,False,Everyday Current Account,BR833
CMP100800,SAN100125,26,Female,Premium,Leeds,2025-04-04,01:37:49,Transaction Disputes,Medium,Unauthorized transaction on my account,Phone,Closed,2025-04-16,12.0,0.0,1.0,False,Stocks & Shares ISA,
CMP100801,SAN100169,51,Other,Standard Plus,Cardiff,2024-07-10,00:35:30,Fraud/Security,Medium,Security breach concern,Mobile App,Closed,2024-07-24,14.0,0.0,2.0,False,Help to Buy ISA,
CMP100802,SAN100455,40,Male,Premium,Birmingham,2025-04-11,09:47:30,Mobile App Issues,High,Fingerprint login not working,Social Media,Closed,2025-05-03,0.0,0.0,5.0,True,Personal Loan,BR143
CMP100803,SAN100402,38,Other,Premium,Nottingham,2025-10-02,08:32:28,Fraud/Security,Medium,Suspicious activity not flagged,Email,Closed,2025-10-09,7.0,143.19,1.0,False,Select Current Account,BR869
CMP100804,SAN100294,57,Male,Standard Plus,Manchester,2025-03-15,21:42:23,Payment Delays,Medium,Salary not credited on time,Online Chat,Resolved,2025-04-18,34.0,0.0,2.0,False,eSaver,
CMP100805,SAN100459,38,Other,Standard Plus,London,2025-06-13,19:20:37,Card Problems,Medium,Card declined despite sufficient funds,Email,Closed,2025-06-23,10.0,32.88,5.0,False,Credit Card,
CMP100806,SAN100397,28,Male,Premium,Southampton,2025-04-20,04:18:01,Account Access Issues,Low,Account locked without explanation,Branch,Resolved,2025-04-22,0.0,0.0,2.0,False,Everyday Current Account,BR355
CMP100807,SAN100225,44,Other,Premium,Manchester,2025-04-15,03:11:46,Interest Rate Disputes,Medium,Savings rate lower than advertised,Branch,Resolved,2025-05-01,16.0,0.0,5.0,False,Personal Loan,BR850
CMP100808,SAN100279,50,Female,Premium,Glasgow,2025-04-17,14:08:28,Interest Rate Disputes,Low,Interest calculation incorrect,Email,Resolved,2025-05-09,22.0,112.81,2.0,False,Business Current Account,
CMP100809,SAN100298,40,Other,Premium,Cardiff,2025-01-01,18:07:01,Account Access Issues,Medium,Password reset not working,Online Chat,Resolved,2025-01-06,5.0,101.39,2.0,False,Business Current Account,BR964
CMP100810,SAN100276,62,Male,Premium,Birmingham,2025-11-18,15:52:02,Customer Service,High,Long wait times on phone support,Social Media,In Progress,,,0.0,,False,Select Current Account,
CMP100811,SAN100487,38,Male,Premium,Newcastle,2024-08-31,09:41:22,Customer Service,High,Unhelpful staff at branch,Online Chat,Closed,2024-10-03,33.0,116.74,1.0,True,Mortgage,
CMP100812,SAN100292,47,Female,Premium,Sheffield,2024-06-27,01:32:27,Fraud/Security,Low,Phishing email received,Social Media,Closed,2024-07-01,0.0,0.0,5.0,False,Personal Loan,BR967
CMP100813,SAN100447,65,Male,Standard Plus,Liverpool,2025-07-24,06:04:47,Mobile App Issues,Medium,App crashes when checking balance,Online Chat,Closed,2025-09-19,57.0,0.0,3.0,False,Everyday Current Account,
CMP100814,SAN100175,49,Other,Premium,Leeds,2025-05-19,05:07:08,Fraud/Security,High,Fraud alert triggered incorrectly,Branch,Closed,2025-05-21,2.0,0.0,3.0,True,eSaver,
CMP100815,SAN100052,42,Other,Premium,Edinburgh,2024-06-08,05:33:58,Fee Complaints,Low,Foreign transaction fee too high,Email,Resolved,2024-06-11,3.0,0.0,2.0,False,1|2|3 Current Account,
CMP100816,SAN100328,45,Male,Premium,Leicester,2024-07-13,05:11:42,Fee Complaints,Medium,Foreign transaction fee too high,Email,Closed,2024-07-15,2.0,185.67,1.0,False,Credit Card,
CMP100817,SAN100487,38,Male,Premium,Newcastle,2025-11-25,19:44:08,Fraud/Security,High,Fraud alert triggered incorrectly,Email,Open,,,0.0,,False,Everyday Current Account,BR326
CMP100818,SAN100147,50,Female,Standard Plus,Birmingham,2024-12-08,17:08:38,Customer Service,Medium,Incorrect information provided,Mobile App,Resolved,2024-12-22,14.0,82.9,4.0,False,Help to Buy ISA,BR549
CMP100819,SAN100067,31,Male,Premium,Stoke-on-Trent,2025-08-10,15:07:15,Transaction Disputes,Medium,Refund not received after 30 days,Mobile App,Closed,2025-08-12,2.0,0.0,1.0,False,Help to Buy ISA,
CMP100820,SAN100473,22,Female,Standard Plus,London,2025-06-17,00:25:46,Card Problems,Medium,Card blocked while travelling,Branch,Closed,2025-06-25,8.0,184.52,1.0,False,Mortgage,
CMP100821,SAN100275,46,Male,Premium,Bradford,2024-08-03,01:21:07,Payment Delays,Medium,Direct debit not processed,Social Media,Resolved,2024-08-16,13.0,0.0,5.0,False,Personal Loan,
CMP100822,SAN100218,69,Female,Standard,Nottingham,2024-09-30,13:57:48,Fee Complaints,Medium,Unexpected overdraft fee charged,Mobile App,Closed,2024-10-01,1.0,86.1,4.0,False,eSaver,
CMP100823,SAN100009,31,Other,Standard,Leicester,2025-11-21,17:58:58,Customer Service,High,Long wait times on phone support,Online Chat,In Progress,,,0.0,,True,Everyday Current Account,BR123
CMP100824,SAN100016,44,Female,Premium,Stoke-on-Trent,2024-09-15,14:45:45,Customer Service,Critical,Long wait times on phone support,Online Chat,Closed,2024-10-07,22.0,99.47,2.0,True,eSaver,
CMP100825,SAN100128,64,Male,Premium,Stoke-on-Trent,2025-10-18,09:24:16,Fraud/Security,Medium,Suspicious activity not flagged,Email,Resolved,2025-10-27,9.0,0.0,2.0,False,Select Current Account,
CMP100826,SAN100375,31,Male,Premium,Leicester,2025-08-14,10:55:29,Customer Service,Medium,Unhelpful staff at branch,Email,Resolved,2025-09-30,47.0,0.0,4.0,False,Everyday Saver,BR994
CMP100827,SAN100189,77,Other,Premium,Edinburgh,2024-10-11,16:23:12,Card Problems,Medium,Contactless payment not working,Branch,Closed,2024-10-18,7.0,0.0,4.0,False,Select Current Account,
CMP100828,SAN100467,51,Male,Premium,Sheffield,2025-02-13,14:20:14,Mobile App Issues,Low,App shows incorrect balance,Social Media,Closed,2025-04-11,57.0,168.92,4.0,False,Everyday Current Account,
CMP100829,SAN100012,36,Other,Premium,Newcastle,2025-09-15,13:42:06,Fraud/Security,Medium,Security breach concern,Email,Closed,2025-09-30,0.0,116.03,1.0,False,Credit Card,BR223
CMP100830,SAN100111,55,Male,Premium,Bristol,2024-11-28,12:14:20,Branch Service,High,Long queues at branch,Mobile App,Closed,2024-12-12,14.0,0.0,4.0,False,Personal Loan,
CMP100831,SAN100368,48,Male,Premium,Coventry,2025-04-13,20:05:59,Branch Service,High,Documents lost by branch,Online Chat,Resolved,2025-04-15,2.0,113.48,1.0,True,Select Current Account,BR178
CMP100832,SAN100090,54,Male,Premium,Southampton,2025-07-19,03:54:22,Customer Service,Low,Long wait times on phone support,Branch,Resolved,2025-08-17,29.0,180.67,4.0,False,Stocks & Shares ISA,
CMP100833,SAN100088,45,Female,Premium,Leeds,2024-06-25,23:53:13,Interest Rate Disputes,Low,Savings rate lower than advertised,Online Chat,Closed,2024-07-02,7.0,0.0,2.0,False,eSaver,
CMP100834,SAN100066,29,Other,Premium,Southampton,2025-06-13,12:50:49,Fraud/Security,Medium,Fraud alert triggered incorrectly,Online Chat,Closed,2025-06-15,2.0,0.0,3.0,False,1|2|3 Current Account,BR201
CMP100835,SAN100443,53,Male,Premium,Southampton,2025-09-01,05:32:25,Interest Rate Disputes,Low,Savings rate lower than advertised,Branch,Resolved,2025-09-02,1.0,0.0,2.0,False,Select Current Account,
CMP100836,SAN100035,50,Female,Premium,London,2024-10-12,00:12:54,Payment Delays,Low,International transfer delayed,Mobile App,Resolved,2024-10-23,11.0,0.0,5.0,False,Cash ISA,BR541
CMP100837,SAN100466,23,Other,Standard,Newcastle,2025-06-04,09:29:37,Account Access Issues,Low,Unable to log into online banking for 3 days,Mobile App,Closed,2025-06-14,10.0,0.0,2.0,False,Mortgage,BR151
CMP100838,SAN100314,45,Other,Premium,Bradford,2025-04-26,10:06:07,Transaction Disputes,Low,Incorrect amount debited,Social Media,Resolved,2025-05-13,17.0,100.36,5.0,False,Everyday Saver,BR410
CMP100839,SAN100377,30,Male,Premium,Belfast,2025-07-16,15:44:45,Fraud/Security,Medium,Suspicious activity not flagged,Online Chat,Resolved,2025-08-15,30.0,149.89,3.0,False,Help to Buy ISA,
CMP100840,SAN100078,72,Female,Standard Plus,Sheffield,2024-12-21,14:07:56,Mobile App Issues,Critical,App shows incorrect balance,Branch,Resolved,2024-12-22,1.0,0.0,2.0,True,Help to Buy ISA,
CMP100841,SAN100291,54,Other,Premium,Leicester,2025-07-31,07:48:11,Loan/Mortgage Issues,Medium,Early repayment fee dispute,Social Media,Closed,2025-08-18,18.0,0.0,5.0,False,eSaver,BR155
CMP100842,SAN100479,53,Female,Premium,Birmingham,2025-03-03,20:09:12,Fraud/Security,Low,Fraud alert triggered incorrectly,Online Chat,Resolved,2025-03-05,2.0,0.0,4.0,False,Business Current Account,BR722
CMP100843,SAN100316,42,Male,Premium,Cardiff,2024-12-05,06:11:13,Card Problems,Medium,Contactless payment not working,Phone,Closed,2025-01-01,27.0,0.0,2.0,False,Select Current Account,
CMP100844,SAN100127,22,Female,Standard Plus,Stoke-on-Trent,2025-01-17,16:58:52,Fee Complaints,Critical,Monthly fee increased without notice,Branch,Resolved,2025-02-09,23.0,0.0,3.0,True,Credit Card,BR928
CMP100845,SAN100187,77,Male,Standard Plus,Newcastle,2025-11-12,23:56:00,Customer Service,Medium,Incorrect information provided,Online Chat,Closed,2025-11-22,10.0,1471.77,3.0,False,Personal Loan,
CMP100846,SAN100128,64,Male,Premium,Stoke-on-Trent,2025-09-19,04:19:45,Fraud/Security,Low,Phishing email received,Mobile App,Closed,2025-10-06,17.0,0.0,4.0,False,Personal Loan,
CMP100847,SAN100005,38,Other,Premium,Leicester,2025-06-08,12:24:38,Transaction Disputes,Medium,Unauthorized transaction on my account,Mobile App,Closed,2025-06-13,5.0,0.0,4.0,False,Select Current Account,
CMP100848,SAN100247,67,Female,Premium,Nottingham,2025-10-16,06:45:30,Interest Rate Disputes,Medium,Savings rate lower than advertised,Mobile App,Closed,2025-10-24,8.0,0.0,2.0,False,Stocks & Shares ISA,BR273
CMP100849,SAN100316,42,Male,Premium,Cardiff,2025-03-28,06:44:32,Mobile App Issues,Medium,Cannot make payments through app,Mobile App,Resolved,2025-04-21,24.0,0.0,1.0,False,Everyday Saver,BR888
CMP100850,SAN100182,55,Male,Standard Plus,Birmingham,2025-08-30,01:54:37,Payment Delays,Medium,Salary not credited on time,Online Chat,Closed,2025-09-07,8.0,0.0,3.0,False,Cash ISA,
CMP100851,SAN100340,55,Male,Premium,Bristol,2024-08-23,23:44:26,Mobile App Issues,Low,Fingerprint login not working,Online Chat,Closed,2024-08-29,6.0,63.35,2.0,False,Select Current Account,BR957
CMP100852,SAN100167,59,Female,Standard Plus,Leicester,2025-09-09,21:24:22,Fee Complaints,Low,Monthly fee increased without notice,Branch,Closed,2025-09-18,9.0,0.0,1.0,False,Everyday Current Account,BR891
CMP100853,SAN100153,64,Female,Premium,Leeds,2025-11-30,05:56:59,Payment Delays,Medium,Direct debit not processed,Online Chat,Escalated,,,0.0,,False,eSaver,BR852
CMP100854,SAN100023,38,Male,Premium,Stoke-on-Trent,2024-09-28,09:42:40,Loan/Mortgage Issues,Critical,Mortgage application delayed,Phone,Closed,2024-10-03,5.0,0.0,3.0,False,Credit Card,BR598
CMP100855,SAN100191,18,Other,Premium,Sheffield,2025-05-13,06:04:57,Fee Complaints,Medium,Unexpected overdraft fee charged,Phone,Resolved,2025-05-15,2.0,0.0,5.0,False,Credit Card,BR434
CMP100856,SAN100203,28,Male,Premium,Bristol,2024-08-19,19:13:33,Mobile App Issues,Medium,App shows incorrect balance,Phone,Resolved,2024-09-05,17.0,24.52,2.0,False,Cash ISA,
CMP100857,SAN100270,57,Male,Premium,Leeds,2024-11-24,12:44:58,Card Problems,Medium,Contactless payment not working,Email,Closed,2024-12-18,24.0,0.0,4.0,False,Mortgage,BR588
CMP100858,SAN100275,46,Male,Premium,Bradford,2025-11-09,09:02:41,Loan/Mortgage Issues,Medium,Incorrect interest rate applied,Online Chat,Resolved,2025-11-10,1.0,0.0,4.0,False,Help to Buy ISA,
CMP100859,SAN100294,57,Male,Standard Plus,Manchester,2024-12-05,09:51:30,Mobile App Issues,Medium,Cannot make payments through app,Email,Closed,2024-12-08,123.0,0.0,1.0,False,Stocks & Shares ISA,BR621
CMP100860,SAN100391,50,Male,Standard Plus,Belfast,2025-01-26,22:22:48,Fraud/Security,Low,Phishing email received,Social Media,Closed,2025-01-28,2.0,0.0,4.0,False,1|2|3 Current Account,
CMP100861,SAN100266,44,Female,Premium,Newcastle,2024-10-28,05:56:36,Branch Service,Medium,Appointment not honored,Online Chat,Closed,2024-11-02,5.0,114.9,3.0,False,Cash ISA,
CMP100862,SAN100483,34,Female,Premium,Stoke-on-Trent,2025-08-31,14:12:17,Interest Rate Disputes,Low,Savings rate lower than advertised,Phone,Resolved,2025-09-08,8.0,172.17,3.0,False,Cash ISA,
CMP100863,SAN100242,33,Female,Premium,Cardiff,2025-06-19,17:33:56,Transaction Disputes,High,Refund not received after 30 days,Mobile App,Closed,2025-07-08,19.0,0.0,2.0,False,Mortgage,BR183
CMP100864,SAN100276,62,Male,Premium,Birmingham,2024-09-10,00:32:17,Online Banking,Low,Website down during payment,Online Chat,Resolved,2024-09-24,14.0,33.9,3.0,False,Everyday Saver,
CMP100865,SAN100418,68,Female,Premium,Edinburgh,2025-04-02,11:29:26,Mobile App Issues,High,App shows incorrect balance,Phone,Resolved,2025-04-15,13.0,0.0,4.0,True,Cash ISA,BR677
CMP100866,SAN100398,44,Other,Premium,Sheffield,2025-09-24,23:31:57,Card Problems,Low,New card not received after 2 weeks,Online Chat,Resolved,2025-09-30,6.0,55.36,5.0,False,eSaver,BR330
CMP100867,SAN100116,45,Female,Premium,Southampton,2025-05-11,17:42:59,Customer Service,Medium,Promised callback never received,Branch,Resolved,2025-06-05,25.0,0.0,5.0,False,Help to Buy ISA,BR802
CMP100868,SAN100084,41,Male,Premium,London,2025-09-05,17:56:34,Loan/Mortgage Issues,Medium,Early repayment fee dispute,Email,Resolved,2025-09-13,8.0,188.76,3.0,False,Stocks & Shares ISA,BR814
CMP100869,SAN100393,57,Other,Standard,Belfast,2025-10-08,16:52:15,Account Access Issues,Medium,Unable to log into online banking for 3 days,Email,Open,,,0.0,,False,Personal Loan,BR100
CMP100870,SAN100020,56,Other,Standard Plus,Cardiff,2025-08-30,09:53:36,Fee Complaints,Medium,ATM withdrawal fee dispute,Mobile App,Resolved,2025-09-13,0.0,0.0,1.0,False,Stocks & Shares ISA,BR620
CMP100871,SAN100367,60,Female,Standard Plus,Manchester,2025-08-30,17:45:51,Online Banking,High,Website down during payment,Mobile App,Closed,2025-08-31,1.0,68.6,2.0,True,Business Current Account,
CMP100872,SAN100211,41,Female,Standard Plus,Leeds,2025-09-19,05:16:09,Interest Rate Disputes,Medium,Promotional rate not applied,Email,Closed,2025-10-04,15.0,0.0,3.0,False,1|2|3 Current Account,BR257
CMP100873,SAN100068,33,Female,Standard Plus,Nottingham,2025-10-05,20:33:31,Customer Service,Low,Incorrect information provided,Branch,Resolved,2025-10-10,5.0,0.0,5.0,False,Select Current Account,BR174
CMP100874,SAN100490,56,Female,Premium,Glasgow,2025-10-09,10:56:31,Transaction Disputes,Low,Refund not received after 30 days,Email,Closed,2025-10-25,16.0,151.61,5.0,False,eSaver,
CMP100875,SAN100012,36,Other,Premium,Newcastle,2024-07-29,07:59:58,Fraud/Security,High,Suspicious activity not flagged,Phone,Resolved,2024-07-30,1.0,19.21,4.0,False,Everyday Saver,
CMP100876,SAN100010,66,Other,Standard,Stoke-on-Trent,2025-06-21,04:24:20,Branch Service,High,Appointment not honored,Online Chat,Resolved,2025-06-23,2.0,0.0,1.0,False,Help to Buy ISA,
CMP100877,SAN100280,49,Male,Premium,Leeds,2024-09-08,21:28:49,Fee Complaints,Critical,Monthly fee increased without notice,Phone,Resolved,2024-10-05,27.0,0.0,3.0,True,eSaver,
CMP100878,SAN100255,49,Other,Standard,Liverpool,2024-09-12,00:01:29,Fraud/Security,Low,Suspicious activity not flagged,Social Media,Closed,2024-09-15,3.0,0.0,2.0,False,Stocks & Shares ISA,
CMP100879,SAN100152,44,Female,Premium,Leicester,2025-08-19,06:08:39,Branch Service,Medium,Documents lost by branch,Social Media,Resolved,2025-09-13,25.0,0.0,4.0,False,Personal Loan,BR673
CMP100880,SAN100095,38,Female,Premium,Coventry,2024-08-06,16:01:12,Fraud/Security,Medium,Fraud alert triggered incorrectly,Social Media,Resolved,2024-08-10,4.0,0.0,2.0,False,Stocks & Shares ISA,BR132
